code,name,year,month,temp_min
HND.1111434,Olancho,1957,11,55.47
HND.1111435,Paraiso,1957,11,35.63
HND.1111436,Santa Barbara,1957,11,120.59
HND.1111437,Valle,1957,11,14.97
HND.1111438,Yoro,1957,11,91.55
NIC.1801,Boaco,1957,11,48.35
NIC.18010,Managua,1957,11,12.69
NIC.18011,Masaya,1957,11,31.02
NIC.18012,Matagalpa,1957,11,49.12
NIC.18013,Nueva Segovia,1957,11,46.68
NIC.18014,Región Autónoma del Caribe Norte,1957,11,138.51
NIC.18015,Región Autónoma del Caribe Sur,1957,11,197.1
NIC.18016,Río San Juan,1957,11,196.65
NIC.18017,Rivas,1957,11,79.39
NIC.1802,Carazo,1957,11,18.46
NIC.1803,Chinandega,1957,11,24.81
NIC.1804,Chontales,1957,11,64.74
NIC.1805,Estelí,1957,11,13.4
NIC.1806,Granada,1957,11,34.92
NIC.1807,Jinotega,1957,11,82.68
NIC.1808,León,1957,11,11.51
NIC.1809,Madriz,1957,11,18.1
PAN.1911,Bocas del Toro,1957,11,229.48
PAN.19110,Ngäbe Buglé,1957,11,324.98
PAN.19111,Panamá,1957,11,210.99
PAN.19112,Panamá Oeste,1957,11,201.9
PAN.19113,Veraguas,1957,11,249.39
PAN.1912,Chiriquí,1957,11,308.36
PAN.1913,Coclé,1957,11,177.19
PAN.1914,Colón,1957,11,272.81
PAN.1915,Darién,1957,11,269.54
PAN.1916,Emberá,1957,11,285.73
PAN.1917,Herrera,1957,11,237.78
PAN.1918,Kuna Yala,1957,11,210.8
PAN.1919,Los Santos,1957,11,288.55
SLV.751184,Ahuachapan,1957,11,35.71
SLV.751185,Cabanas,1957,11,14.94
SLV.751186,Chalatenango,1957,11,18.72
SLV.751187,Cuscatlan,1957,11,21.32
SLV.751188,La Libertad,1957,11,34.29
SLV.751189,La Paz,1957,11,39.81
SLV.751190,La Union,1957,11,10.63
SLV.751191,Morazan,1957,11,19.54
SLV.751192,San Miguel,1957,11,24.29
SLV.751193,San Salvador,1957,11,31.13
SLV.751194,San Vicente,1957,11,33.67
SLV.751195,Santa Ana,1957,11,19.18
SLV.751196,Sonsonate,1957,11,42.86
SLV.751197,Usulutan,1957,11,39.59
BLZ.28603,Belize,1957,12,110.99
BLZ.28604,Cayo,1957,12,101.02
BLZ.28605,Corozal,1957,12,80.99
BLZ.28606,Orange Walk,1957,12,83.74
BLZ.28607,Stann Creek,1957,12,155.97
BLZ.28608,Toledo,1957,12,144.4
CRI.61981,Alajuela,1957,12,244.56
CRI.61982,Cartago,1957,12,218.34
CRI.61983,Guanacaste,1957,12,34.44
CRI.61984,Heredia,1957,12,363.95
CRI.61985,Limon,1957,12,356.1
CRI.61986,Puntarenas,1957,12,173.96
CRI.61987,San Jose,1957,12,208.44
GTM.10364821,Guatemala,1957,12,7.52
GTM.10364822,El Progreso,1957,12,30.81
GTM.10364823,Sacatepéquez,1957,12,9.22
GTM.10364824,Chimaltenango,1957,12,17.31
GTM.10364825,Escuintla,1957,12,16.14
GTM.10364826,Santa Rosa,1957,12,5.51
GTM.10364827,Sololá,1957,12,20.54
GTM.10364828,Totonicapán,1957,12,19.4
GTM.10364829,Quetzaltenango,1957,12,45.68
GTM.10364830,Suchitepéquez,1957,12,27.91
GTM.10364831,Retalhuleu,1957,12,29.79
GTM.10364832,San Marcos,1957,12,42.97
GTM.10364833,Huehuetenango,1957,12,54.7
GTM.10364834,Quiché,1957,12,110.13
GTM.10364835,Baja Verapaz,1957,12,74.13
GTM.10364836,Alta Verapaz,1957,12,204.85
GTM.10364837,Petén,1957,12,75.44
GTM.10364838,Izabal,1957,12,219.71
GTM.10364839,Zacapa,1957,12,88.12
GTM.10364840,Chiquimula,1957,12,35.52
GTM.10364841,Jalapa,1957,12,9.71
GTM.10364842,Jutiapa,1957,12,2.42
HND.1111420,Atlantida,1957,12,382.02
HND.1111421,Choluteca,1957,12,5.3
HND.1111422,Colon,1957,12,258.78
HND.1111423,Comayagua,1957,12,97.26
HND.1111424,Copan,1957,12,142.23
HND.1111425,Cortes,1957,12,263.49
HND.1111426,Francisco Morazan,1957,12,38.72
HND.1111427,Gracias A Dios,1957,12,184.2
HND.1111428,Intibuca,1957,12,44.37
HND.1111429,Islas De Bahia,1957,12,287.69
HND.1111430,La Paz,1957,12,14.55
HND.1111431,Lempira,1957,12,50.33
HND.1111432,Name Unknown,1957,12,106.82
HND.1111433,Ocotepeque,1957,12,28.96
HND.1111434,Olancho,1957,12,87.99
HND.1111435,Paraiso,1957,12,40.47
HND.1111436,Santa Barbara,1957,12,191.66
HND.1111437,Valle,1957,12,2.55
HND.1111438,Yoro,1957,12,199.87
NIC.1801,Boaco,1957,12,41.8
NIC.18010,Managua,1957,12,4.02
NIC.18011,Masaya,1957,12,9.31
NIC.18012,Matagalpa,1957,12,46.9
NIC.18013,Nueva Segovia,1957,12,46.47
NIC.18014,Región Autónoma del Caribe Norte,1957,12,128.72
NIC.18015,Región Autónoma del Caribe Sur,1957,12,148.23
NIC.18016,Río San Juan,1957,12,159.0
NIC.18017,Rivas,1957,12,46.38
NIC.1802,Carazo,1957,12,7.89
NIC.1803,Chinandega,1957,12,4.21
NIC.1804,Chontales,1957,12,44.52
NIC.1805,Estelí,1957,12,14.62
NIC.1806,Granada,1957,12,10.74
NIC.1807,Jinotega,1957,12,88.73
NIC.1808,León,1957,12,4.36
NIC.1809,Madriz,1957,12,20.59
PAN.1911,Bocas del Toro,1957,12,246.56
PAN.19110,Ngäbe Buglé,1957,12,267.18
PAN.19111,Panamá,1957,12,98.03
PAN.19112,Panamá Oeste,1957,12,84.68
PAN.19113,Veraguas,1957,12,98.43
PAN.1912,Chiriquí,1957,12,97.1
PAN.1913,Coclé,1957,12,83.55
PAN.1914,Colón,1957,12,186.38
PAN.1915,Darién,1957,12,127.28
PAN.1916,Emberá,1957,12,138.46
PAN.1917,Herrera,1957,12,36.69
PAN.1918,Kuna Yala,1957,12,134.61
PAN.1919,Los Santos,1957,12,52.22
SLV.751184,Ahuachapan,1957,12,1.89
SLV.751185,Cabanas,1957,12,1.62
SLV.751186,Chalatenango,1957,12,3.62
SLV.751187,Cuscatlan,1957,12,2.96
SLV.751188,La Libertad,1957,12,2.19
SLV.751189,La Paz,1957,12,2.81
SLV.751190,La Union,1957,12,1.3
SLV.751191,Morazan,1957,12,2.52
SLV.751192,San Miguel,1957,12,1.82
SLV.751193,San Salvador,1957,12,2.92
SLV.751194,San Vicente,1957,12,2.89
SLV.751195,Santa Ana,1957,12,2.39
SLV.751196,Sonsonate,1957,12,3.81
SLV.751197,Usulutan,1957,12,2.63
BLZ.28603,Belize,1958,01,42.13
BLZ.28604,Cayo,1958,01,48.65
BLZ.28605,Corozal,1958,01,74.66
BLZ.28606,Orange Walk,1958,01,42.33
BLZ.28607,Stann Creek,1958,01,43.69
BLZ.28608,Toledo,1958,01,53.15
CRI.61981,Alajuela,1958,01,115.28
CRI.61982,Cartago,1958,01,274.83
CRI.61983,Guanacaste,1958,01,29.38
CRI.61984,Heredia,1958,01,288.9
CRI.61985,Limon,1958,01,365.89
CRI.61986,Puntarenas,1958,01,109.31
CRI.61987,San Jose,1958,01,135.76
GTM.10364821,Guatemala,1958,01,15.34
GTM.10364822,El Progreso,1958,01,19.65
GTM.10364823,Sacatepéquez,1958,01,31.35
GTM.10364824,Chimaltenango,1958,01,29.37
GTM.10364825,Escuintla,1958,01,10.3
GTM.10364826,Santa Rosa,1958,01,6.47
GTM.10364827,Sololá,1958,01,54.67
GTM.10364828,Totonicapán,1958,01,73.48
GTM.10364829,Quetzaltenango,1958,01,56.75
GTM.10364830,Suchitepéquez,1958,01,18.27
GTM.10364831,Retalhuleu,1958,01,15.27
GTM.10364832,San Marcos,1958,01,45.32
GTM.10364833,Huehuetenango,1958,01,108.59
GTM.10364834,Quiché,1958,01,139.19
GTM.10364835,Baja Verapaz,1958,01,46.85
GTM.10364836,Alta Verapaz,1958,01,128.46
GTM.10364837,Petén,1958,01,44.52
GTM.10364838,Izabal,1958,01,85.36
GTM.10364839,Zacapa,1958,01,34.8
GTM.10364840,Chiquimula,1958,01,15.37
GTM.10364841,Jalapa,1958,01,9.52
GTM.10364842,Jutiapa,1958,01,3.15
HND.1111420,Atlantida,1958,01,168.82
HND.1111421,Choluteca,1958,01,26.66
HND.1111422,Colon,1958,01,119.83
HND.1111423,Comayagua,1958,01,44.63
HND.1111424,Copan,1958,01,53.84
HND.1111425,Cortes,1958,01,105.16
HND.1111426,Francisco Morazan,1958,01,37.74
HND.1111427,Gracias A Dios,1958,01,58.36
HND.1111428,Intibuca,1958,01,40.29
HND.1111429,Islas De Bahia,1958,01,107.0
HND.1111430,La Paz,1958,01,24.75
HND.1111431,Lempira,1958,01,27.81
HND.1111432,Name Unknown,1958,01,76.44
HND.1111433,Ocotepeque,1958,01,20.26
HND.1111434,Olancho,1958,01,42.5
HND.1111435,Paraiso,1958,01,51.75
HND.1111436,Santa Barbara,1958,01,72.98
HND.1111437,Valle,1958,01,11.26
HND.1111438,Yoro,1958,01,89.99
NIC.1801,Boaco,1958,01,16.38
NIC.18010,Managua,1958,01,10.6
NIC.18011,Masaya,1958,01,12.0
NIC.18012,Matagalpa,1958,01,21.75
NIC.18013,Nueva Segovia,1958,01,38.16
NIC.18014,Región Autónoma del Caribe Norte,1958,01,38.73
NIC.18015,Región Autónoma del Caribe Sur,1958,01,43.17
NIC.18016,Río San Juan,1958,01,57.6
NIC.18017,Rivas,1958,01,18.65
NIC.1802,Carazo,1958,01,8.85
NIC.1803,Chinandega,1958,01,20.39
NIC.1804,Chontales,1958,01,15.31
NIC.1805,Estelí,1958,01,19.29
NIC.1806,Granada,1958,01,9.65
NIC.1807,Jinotega,1958,01,33.14
NIC.1808,León,1958,01,12.05
NIC.1809,Madriz,1958,01,26.38
PAN.1911,Bocas del Toro,1958,01,271.74
PAN.19110,Ngäbe Buglé,1958,01,217.78
PAN.19111,Panamá,1958,01,85.27
PAN.19112,Panamá Oeste,1958,01,55.13
PAN.19113,Veraguas,1958,01,97.29
PAN.1912,Chiriquí,1958,01,97.37
PAN.1913,Coclé,1958,01,65.35
PAN.1914,Colón,1958,01,142.04
PAN.1915,Darién,1958,01,103.05
PAN.1916,Emberá,1958,01,120.3
PAN.1917,Herrera,1958,01,53.34
PAN.1918,Kuna Yala,1958,01,126.77
PAN.1919,Los Santos,1958,01,49.25
SLV.751184,Ahuachapan,1958,01,3.83
SLV.751185,Cabanas,1958,01,11.31
SLV.751186,Chalatenango,1958,01,6.56
SLV.751187,Cuscatlan,1958,01,11.41
SLV.751188,La Libertad,1958,01,4.03
SLV.751189,La Paz,1958,01,12.57
SLV.751190,La Union,1958,01,7.66
SLV.751191,Morazan,1958,01,17.64
SLV.751192,San Miguel,1958,01,10.5
SLV.751193,San Salvador,1958,01,6.32
SLV.751194,San Vicente,1958,01,14.79
SLV.751195,Santa Ana,1958,01,3.56
SLV.751196,Sonsonate,1958,01,4.07
SLV.751197,Usulutan,1958,01,7.71
BLZ.28603,Belize,1958,02,18.19
BLZ.28604,Cayo,1958,02,30.76
BLZ.28605,Corozal,1958,02,18.0
BLZ.28606,Orange Walk,1958,02,19.55
BLZ.28607,Stann Creek,1958,02,37.23
BLZ.28608,Toledo,1958,02,50.65
CRI.61981,Alajuela,1958,02,148.45
CRI.61982,Cartago,1958,02,285.59
CRI.61983,Guanacaste,1958,02,17.15
CRI.61984,Heredia,1958,02,389.86
CRI.61985,Limon,1958,02,397.68
CRI.61986,Puntarenas,1958,02,83.99
CRI.61987,San Jose,1958,02,114.07
GTM.10364821,Guatemala,1958,02,31.13
GTM.10364822,El Progreso,1958,02,41.81
GTM.10364823,Sacatepéquez,1958,02,23.36
GTM.10364824,Chimaltenango,1958,02,41.02
GTM.10364825,Escuintla,1958,02,7.12
GTM.10364826,Santa Rosa,1958,02,15.85
GTM.10364827,Sololá,1958,02,54.71
GTM.10364828,Totonicapán,1958,02,81.99
GTM.10364829,Quetzaltenango,1958,02,61.45
GTM.10364830,Suchitepéquez,1958,02,21.15
GTM.10364831,Retalhuleu,1958,02,22.61
GTM.10364832,San Marcos,1958,02,59.97
GTM.10364833,Huehuetenango,1958,02,92.22
GTM.10364834,Quiché,1958,02,120.46
GTM.10364835,Baja Verapaz,1958,02,57.78
GTM.10364836,Alta Verapaz,1958,02,94.51
GTM.10364837,Petén,1958,02,19.72
GTM.10364838,Izabal,1958,02,87.64
GTM.10364839,Zacapa,1958,02,67.75
GTM.10364840,Chiquimula,1958,02,27.82
GTM.10364841,Jalapa,1958,02,33.0
GTM.10364842,Jutiapa,1958,02,11.58
HND.1111420,Atlantida,1958,02,103.15
HND.1111421,Choluteca,1958,02,4.14
HND.1111422,Colon,1958,02,77.74
HND.1111423,Comayagua,1958,02,33.73
HND.1111424,Copan,1958,02,66.1
HND.1111425,Cortes,1958,02,72.5
HND.1111426,Francisco Morazan,1958,02,12.15
HND.1111427,Gracias A Dios,1958,02,44.47
HND.1111428,Intibuca,1958,02,38.56
HND.1111429,Islas De Bahia,1958,02,39.72
HND.1111430,La Paz,1958,02,15.16
HND.1111431,Lempira,1958,02,38.21
HND.1111432,Name Unknown,1958,02,15.18
HND.1111433,Ocotepeque,1958,02,44.46
HND.1111434,Olancho,1958,02,30.99
HND.1111435,Paraiso,1958,02,13.88
HND.1111436,Santa Barbara,1958,02,71.55
HND.1111437,Valle,1958,02,1.6
HND.1111438,Yoro,1958,02,63.22
NIC.1801,Boaco,1958,02,15.38
NIC.18010,Managua,1958,02,3.18
NIC.18011,Masaya,1958,02,8.88
NIC.18012,Matagalpa,1958,02,13.14
NIC.18013,Nueva Segovia,1958,02,14.65
NIC.18014,Región Autónoma del Caribe Norte,1958,02,41.66
NIC.18015,Región Autónoma del Caribe Sur,1958,02,57.82
NIC.18016,Río San Juan,1958,02,75.46
NIC.18017,Rivas,1958,02,12.95
NIC.1802,Carazo,1958,02,6.35
NIC.1803,Chinandega,1958,02,3.4
NIC.1804,Chontales,1958,02,17.59
NIC.1805,Estelí,1958,02,4.54
NIC.1806,Granada,1958,02,8.27
NIC.1807,Jinotega,1958,02,23.26
NIC.1808,León,1958,02,4.06
NIC.1809,Madriz,1958,02,6.48
PAN.1911,Bocas del Toro,1958,02,291.59
PAN.19110,Ngäbe Buglé,1958,02,248.28
PAN.19111,Panamá,1958,02,36.93
PAN.19112,Panamá Oeste,1958,02,36.05
PAN.19113,Veraguas,1958,02,71.23
PAN.1912,Chiriquí,1958,02,60.54
PAN.1913,Coclé,1958,02,65.31
PAN.1914,Colón,1958,02,106.57
PAN.1915,Darién,1958,02,62.78
PAN.1916,Emberá,1958,02,85.19
PAN.1917,Herrera,1958,02,11.92
PAN.1918,Kuna Yala,1958,02,73.39
PAN.1919,Los Santos,1958,02,9.62
SLV.751184,Ahuachapan,1958,02,10.46
SLV.751185,Cabanas,1958,02,5.17
SLV.751186,Chalatenango,1958,02,10.67
SLV.751187,Cuscatlan,1958,02,7.79
SLV.751188,La Libertad,1958,02,9.1
SLV.751189,La Paz,1958,02,5.46
SLV.751190,La Union,1958,02,2.46
SLV.751191,Morazan,1958,02,7.47
SLV.751192,San Miguel,1958,02,3.27
SLV.751193,San Salvador,1958,02,7.8
SLV.751194,San Vicente,1958,02,5.69
SLV.751195,Santa Ana,1958,02,13.53
SLV.751196,Sonsonate,1958,02,12.77
SLV.751197,Usulutan,1958,02,2.76
BLZ.28603,Belize,1958,03,54.03
BLZ.28604,Cayo,1958,03,74.19
BLZ.28605,Corozal,1958,03,55.93
BLZ.28606,Orange Walk,1958,03,59.57
BLZ.28607,Stann Creek,1958,03,76.64
BLZ.28608,Toledo,1958,03,88.16
CRI.61981,Alajuela,1958,03,69.34
CRI.61982,Cartago,1958,03,129.54
CRI.61983,Guanacaste,1958,03,34.84
CRI.61984,Heredia,1958,03,123.7
CRI.61985,Limon,1958,03,134.96
CRI.61986,Puntarenas,1958,03,119.85
CRI.61987,San Jose,1958,03,158.45
GTM.10364821,Guatemala,1958,03,27.44
GTM.10364822,El Progreso,1958,03,41.46
GTM.10364823,Sacatepéquez,1958,03,36.31
GTM.10364824,Chimaltenango,1958,03,41.99
GTM.10364825,Escuintla,1958,03,16.96
GTM.10364826,Santa Rosa,1958,03,20.98
GTM.10364827,Sololá,1958,03,76.59
GTM.10364828,Totonicapán,1958,03,52.46
GTM.10364829,Quetzaltenango,1958,03,68.21
GTM.10364830,Suchitepéquez,1958,03,30.95
GTM.10364831,Retalhuleu,1958,03,23.47
GTM.10364832,San Marcos,1958,03,55.1
GTM.10364833,Huehuetenango,1958,03,80.35
GTM.10364834,Quiché,1958,03,106.42
GTM.10364835,Baja Verapaz,1958,03,58.74
GTM.10364836,Alta Verapaz,1958,03,155.81
GTM.10364837,Petén,1958,03,58.53
GTM.10364838,Izabal,1958,03,136.51
GTM.10364839,Zacapa,1958,03,66.13
GTM.10364840,Chiquimula,1958,03,35.67
GTM.10364841,Jalapa,1958,03,29.38
GTM.10364842,Jutiapa,1958,03,15.61
HND.1111420,Atlantida,1958,03,155.37
HND.1111421,Choluteca,1958,03,15.54
HND.1111422,Colon,1958,03,86.14
HND.1111423,Comayagua,1958,03,49.49
HND.1111424,Copan,1958,03,87.7
HND.1111425,Cortes,1958,03,137.98
HND.1111426,Francisco Morazan,1958,03,28.77
HND.1111427,Gracias A Dios,1958,03,32.88
HND.1111428,Intibuca,1958,03,46.94
HND.1111429,Islas De Bahia,1958,03,83.98
HND.1111430,La Paz,1958,03,20.59
HND.1111431,Lempira,1958,03,48.53
HND.1111432,Name Unknown,1958,03,30.77
HND.1111433,Ocotepeque,1958,03,52.91
HND.1111434,Olancho,1958,03,36.24
HND.1111435,Paraiso,1958,03,21.31
HND.1111436,Santa Barbara,1958,03,106.31
HND.1111437,Valle,1958,03,7.35
HND.1111438,Yoro,1958,03,105.08
NIC.1801,Boaco,1958,03,15.14
NIC.18010,Managua,1958,03,10.93
NIC.18011,Masaya,1958,03,11.45
NIC.18012,Matagalpa,1958,03,18.72
NIC.18013,Nueva Segovia,1958,03,26.28
NIC.18014,Región Autónoma del Caribe Norte,1958,03,22.12
NIC.18015,Región Autónoma del Caribe Sur,1958,03,25.21
NIC.18016,Río San Juan,1958,03,35.74
NIC.18017,Rivas,1958,03,11.71
NIC.1802,Carazo,1958,03,10.05
NIC.1803,Chinandega,1958,03,15.32
NIC.1804,Chontales,1958,03,13.31
NIC.1805,Estelí,1958,03,24.67
NIC.1806,Granada,1958,03,9.87
NIC.1807,Jinotega,1958,03,25.18
NIC.1808,León,1958,03,12.06
NIC.1809,Madriz,1958,03,26.84
PAN.1911,Bocas del Toro,1958,03,119.8
PAN.19110,Ngäbe Buglé,1958,03,109.54
PAN.19111,Panamá,1958,03,64.99
PAN.19112,Panamá Oeste,1958,03,53.57
PAN.19113,Veraguas,1958,03,86.28
PAN.1912,Chiriquí,1958,03,104.46
PAN.1913,Coclé,1958,03,65.24
PAN.1914,Colón,1958,03,98.38
PAN.1915,Darién,1958,03,120.24
PAN.1916,Emberá,1958,03,130.21
PAN.1917,Herrera,1958,03,58.38
PAN.1918,Kuna Yala,1958,03,88.63
PAN.1919,Los Santos,1958,03,47.16
SLV.751184,Ahuachapan,1958,03,17.33
SLV.751185,Cabanas,1958,03,9.03
SLV.751186,Chalatenango,1958,03,13.04
SLV.751187,Cuscatlan,1958,03,12.91
SLV.751188,La Libertad,1958,03,10.36
SLV.751189,La Paz,1958,03,11.86
SLV.751190,La Union,1958,03,8.11
SLV.751191,Morazan,1958,03,14.9
SLV.751192,San Miguel,1958,03,10.91
SLV.751193,San Salvador,1958,03,10.81
SLV.751194,San Vicente,1958,03,12.3
SLV.751195,Santa Ana,1958,03,13.25
SLV.751196,Sonsonate,1958,03,15.23
SLV.751197,Usulutan,1958,03,8.78
BLZ.28603,Belize,1958,04,14.63
BLZ.28604,Cayo,1958,04,18.3
BLZ.28605,Corozal,1958,04,10.47
BLZ.28606,Orange Walk,1958,04,12.48
BLZ.28607,Stann Creek,1958,04,35.4
BLZ.28608,Toledo,1958,04,29.66
CRI.61981,Alajuela,1958,04,39.31
CRI.61982,Cartago,1958,04,59.34
CRI.61983,Guanacaste,1958,04,26.24
CRI.61984,Heredia,1958,04,41.62
CRI.61985,Limon,1958,04,65.82
CRI.61986,Puntarenas,1958,04,131.13
CRI.61987,San Jose,1958,04,123.63
GTM.10364821,Guatemala,1958,04,42.26
GTM.10364822,El Progreso,1958,04,27.27
GTM.10364823,Sacatepéquez,1958,04,63.06
GTM.10364824,Chimaltenango,1958,04,73.46
GTM.10364825,Escuintla,1958,04,43.84
GTM.10364826,Santa Rosa,1958,04,50.15
GTM.10364827,Sololá,1958,04,227.17
GTM.10364828,Totonicapán,1958,04,91.45
GTM.10364829,Quetzaltenango,1958,04,291.49
GTM.10364830,Suchitepéquez,1958,04,94.95
GTM.10364831,Retalhuleu,1958,04,99.48
GTM.10364832,San Marcos,1958,04,172.01
GTM.10364833,Huehuetenango,1958,04,59.05
GTM.10364834,Quiché,1958,04,48.91
GTM.10364835,Baja Verapaz,1958,04,50.45
GTM.10364836,Alta Verapaz,1958,04,49.5
GTM.10364837,Petén,1958,04,11.78
GTM.10364838,Izabal,1958,04,35.8
GTM.10364839,Zacapa,1958,04,29.97
GTM.10364840,Chiquimula,1958,04,45.44
GTM.10364841,Jalapa,1958,04,31.55
GTM.10364842,Jutiapa,1958,04,32.32
HND.1111420,Atlantida,1958,04,33.65
HND.1111421,Choluteca,1958,04,18.48
HND.1111422,Colon,1958,04,12.8
HND.1111423,Comayagua,1958,04,27.48
HND.1111424,Copan,1958,04,50.23
HND.1111425,Cortes,1958,04,30.22
HND.1111426,Francisco Morazan,1958,04,19.13
HND.1111427,Gracias A Dios,1958,04,16.26
HND.1111428,Intibuca,1958,04,36.87
HND.1111429,Islas De Bahia,1958,04,5.12
HND.1111430,La Paz,1958,04,35.44
HND.1111431,Lempira,1958,04,37.74
HND.1111432,Name Unknown,1958,04,3.93
HND.1111433,Ocotepeque,1958,04,77.82
HND.1111434,Olancho,1958,04,10.77
HND.1111435,Paraiso,1958,04,9.46
HND.1111436,Santa Barbara,1958,04,32.74
HND.1111437,Valle,1958,04,16.44
HND.1111438,Yoro,1958,04,25.4
NIC.1801,Boaco,1958,04,9.69
NIC.18010,Managua,1958,04,4.77
NIC.18011,Masaya,1958,04,6.59
NIC.18012,Matagalpa,1958,04,11.72
NIC.18013,Nueva Segovia,1958,04,6.87
NIC.18014,Región Autónoma del Caribe Norte,1958,04,18.81
NIC.18015,Región Autónoma del Caribe Sur,1958,04,28.81
NIC.18016,Río San Juan,1958,04,30.52
NIC.18017,Rivas,1958,04,19.68
NIC.1802,Carazo,1958,04,6.55
NIC.1803,Chinandega,1958,04,13.39
NIC.1804,Chontales,1958,04,10.81
NIC.1805,Estelí,1958,04,9.13
NIC.1806,Granada,1958,04,9.8
NIC.1807,Jinotega,1958,04,12.73
NIC.1808,León,1958,04,7.12
NIC.1809,Madriz,1958,04,10.43
PAN.1911,Bocas del Toro,1958,04,101.59
PAN.19110,Ngäbe Buglé,1958,04,84.54
PAN.19111,Panamá,1958,04,69.07
PAN.19112,Panamá Oeste,1958,04,50.77
PAN.19113,Veraguas,1958,04,97.57
PAN.1912,Chiriquí,1958,04,127.96
PAN.1913,Coclé,1958,04,50.87
PAN.1914,Colón,1958,04,88.5
PAN.1915,Darién,1958,04,193.99
PAN.1916,Emberá,1958,04,212.88
PAN.1917,Herrera,1958,04,75.94
PAN.1918,Kuna Yala,1958,04,104.43
PAN.1919,Los Santos,1958,04,77.51
SLV.751184,Ahuachapan,1958,04,60.13
SLV.751185,Cabanas,1958,04,32.05
SLV.751186,Chalatenango,1958,04,36.29
SLV.751187,Cuscatlan,1958,04,43.24
SLV.751188,La Libertad,1958,04,52.37
SLV.751189,La Paz,1958,04,46.09
SLV.751190,La Union,1958,04,14.87
SLV.751191,Morazan,1958,04,31.89
SLV.751192,San Miguel,1958,04,25.27
SLV.751193,San Salvador,1958,04,49.97
SLV.751194,San Vicente,1958,04,47.43
SLV.751195,Santa Ana,1958,04,36.85
SLV.751196,Sonsonate,1958,04,63.19
SLV.751197,Usulutan,1958,04,26.65
BLZ.28603,Belize,1958,05,118.5
BLZ.28604,Cayo,1958,05,132.7
BLZ.28605,Corozal,1958,05,141.45
BLZ.28606,Orange Walk,1958,05,132.1
BLZ.28607,Stann Creek,1958,05,139.53
BLZ.28608,Toledo,1958,05,186.44
CRI.61981,Alajuela,1958,05,318.45
CRI.61982,Cartago,1958,05,434.86
CRI.61983,Guanacaste,1958,05,319.18
CRI.61984,Heredia,1958,05,382.8
CRI.61985,Limon,1958,05,399.39
CRI.61986,Puntarenas,1958,05,637.32
CRI.61987,San Jose,1958,05,657.26
GTM.10364821,Guatemala,1958,05,162.91
GTM.10364822,El Progreso,1958,05,156.91
GTM.10364823,Sacatepéquez,1958,05,243.15
GTM.10364824,Chimaltenango,1958,05,268.19
GTM.10364825,Escuintla,1958,05,246.49
GTM.10364826,Santa Rosa,1958,05,242.05
GTM.10364827,Sololá,1958,05,448.1
GTM.10364828,Totonicapán,1958,05,283.82
GTM.10364829,Quetzaltenango,1958,05,411.94
GTM.10364830,Suchitepéquez,1958,05,381.31
GTM.10364831,Retalhuleu,1958,05,255.69
GTM.10364832,San Marcos,1958,05,289.79
GTM.10364833,Huehuetenango,1958,05,152.76
GTM.10364834,Quiché,1958,05,209.34
GTM.10364835,Baja Verapaz,1958,05,187.41
GTM.10364836,Alta Verapaz,1958,05,282.61
GTM.10364837,Petén,1958,05,204.42
GTM.10364838,Izabal,1958,05,205.03
GTM.10364839,Zacapa,1958,05,147.77
GTM.10364840,Chiquimula,1958,05,95.91
GTM.10364841,Jalapa,1958,05,149.91
GTM.10364842,Jutiapa,1958,05,143.96
HND.1111420,Atlantida,1958,05,216.37
HND.1111421,Choluteca,1958,05,385.6
HND.1111422,Colon,1958,05,198.47
HND.1111423,Comayagua,1958,05,188.64
HND.1111424,Copan,1958,05,168.96
HND.1111425,Cortes,1958,05,208.74
HND.1111426,Francisco Morazan,1958,05,281.0
HND.1111427,Gracias A Dios,1958,05,246.28
HND.1111428,Intibuca,1958,05,219.91
HND.1111429,Islas De Bahia,1958,05,150.68
HND.1111430,La Paz,1958,05,322.85
HND.1111431,Lempira,1958,05,192.66
HND.1111432,Name Unknown,1958,05,135.97
HND.1111433,Ocotepeque,1958,05,209.2
HND.1111434,Olancho,1958,05,241.68
HND.1111435,Paraiso,1958,05,308.86
HND.1111436,Santa Barbara,1958,05,179.1
HND.1111437,Valle,1958,05,408.38
HND.1111438,Yoro,1958,05,227.01
NIC.1801,Boaco,1958,05,384.35
NIC.18010,Managua,1958,05,398.36
NIC.18011,Masaya,1958,05,493.62
NIC.18012,Matagalpa,1958,05,327.9
NIC.18013,Nueva Segovia,1958,05,305.55
NIC.18014,Región Autónoma del Caribe Norte,1958,05,300.98
NIC.18015,Región Autónoma del Caribe Sur,1958,05,376.41
NIC.18016,Río San Juan,1958,05,321.65
NIC.18017,Rivas,1958,05,381.99
NIC.1802,Carazo,1958,05,421.44
NIC.1803,Chinandega,1958,05,322.81
NIC.1804,Chontales,1958,05,370.02
NIC.1805,Estelí,1958,05,312.15
NIC.1806,Granada,1958,05,441.05
NIC.1807,Jinotega,1958,05,296.26
NIC.1808,León,1958,05,329.71
NIC.1809,Madriz,1958,05,289.93
PAN.1911,Bocas del Toro,1958,05,466.82
PAN.19110,Ngäbe Buglé,1958,05,445.09
PAN.19111,Panamá,1958,05,476.26
PAN.19112,Panamá Oeste,1958,05,383.93
PAN.19113,Veraguas,1958,05,472.01
PAN.1912,Chiriquí,1958,05,583.67
PAN.1913,Coclé,1958,05,398.85
