code,name,year,month,temp_max,temp_min
BLZ.28603,Belize,1951,01,25.65,20.78
BLZ.28604,Cayo,1951,01,24.59,17.72
BLZ.28605,Corozal,1951,01,26.3,20.47
BLZ.28606,Orange Walk,1951,01,26.59,18.91
BLZ.28607,Stann Creek,1951,01,24.22,19.95
BLZ.28608,Toledo,1951,01,24.78,18.99
CRI.61981,Alajuela,1951,01,24.63,19.19
CRI.61982,Cartago,1951,01,19.69,13.08
CRI.61983,Guanacaste,1951,01,28.23,21.46
CRI.61984,Heredia,1951,01,23.83,18.61
CRI.61985,Limon,1951,01,23.31,17.83
CRI.61986,Puntarenas,1951,01,25.4,19.76
CRI.61987,San Jose,1951,01,22.39,16.23
GTM.10364821,Guatemala,1951,01,24.32,11.48
GTM.10364822,El Progreso,1951,01,23.13,11.99
GTM.10364823,Sacatepéquez,1951,01,23.86,11.16
GTM.10364824,Chimaltenango,1951,01,22.49,10.83
GTM.10364825,Escuintla,1951,01,28.48,19.32
GTM.10364826,Santa Rosa,1951,01,27.63,16.41
GTM.10364827,Sololá,1951,01,21.22,11.48
GTM.10364828,Totonicapán,1951,01,19.14,7.3
GTM.10364829,Quetzaltenango,1951,01,23.42,13.0
GTM.10364830,Suchitepéquez,1951,01,29.07,18.86
GTM.10364831,Retalhuleu,1951,01,30.19,20.57
GTM.10364832,San Marcos,1951,01,22.79,11.22
GTM.10364833,Huehuetenango,1951,01,20.46,8.87
GTM.10364834,Quiché,1951,01,20.95,11.02
GTM.10364835,Baja Verapaz,1951,01,22.03,11.56
GTM.10364836,Alta Verapaz,1951,01,23.34,15.15
GTM.10364837,Petén,1951,01,26.98,18.17
GTM.10364838,Izabal,1951,01,24.36,18.5
GTM.10364839,Zacapa,1951,01,23.28,15.3
GTM.10364840,Chiquimula,1951,01,23.09,14.25
GTM.10364841,Jalapa,1951,01,23.57,12.14
GTM.10364842,Jutiapa,1951,01,27.09,15.25
HND.1111420,Atlantida,1951,01,23.77,18.43
HND.1111421,Choluteca,1951,01,30.26,20.12
HND.1111422,Colon,1951,01,24.23,18.25
HND.1111423,Comayagua,1951,01,22.23,14.19
HND.1111424,Copan,1951,01,21.84,14.43
HND.1111425,Cortes,1951,01,24.07,17.78
HND.1111426,Francisco Morazan,1951,01,24.15,14.87
HND.1111427,Gracias A Dios,1951,01,25.75,20.58
HND.1111428,Intibuca,1951,01,23.17,13.55
HND.1111429,Islas De Bahia,1951,01,25.0,23.43
HND.1111430,La Paz,1951,01,25.24,14.71
HND.1111431,Lempira,1951,01,24.27,14.16
HND.1111432,Name Unknown,1951,01,25.28,23.89
HND.1111433,Ocotepeque,1951,01,22.77,13.19
HND.1111434,Olancho,1951,01,23.94,16.22
HND.1111435,Paraiso,1951,01,24.49,15.63
HND.1111436,Santa Barbara,1951,01,22.87,15.78
HND.1111437,Valle,1951,01,31.21,21.34
HND.1111438,Yoro,1951,01,23.21,15.46
NIC.1801,Boaco,1951,01,26.76,19.31
NIC.18010,Managua,1951,01,30.7,21.74
NIC.18011,Masaya,1951,01,28.92,20.92
NIC.18012,Matagalpa,1951,01,25.89,17.98
NIC.18013,Nueva Segovia,1951,01,24.09,16.04
NIC.18014,Región Autónoma del Caribe Norte,1951,01,26.24,20.18
NIC.18015,Región Autónoma del Caribe Sur,1951,01,26.04,20.74
NIC.18016,Río San Juan,1951,01,26.07,21.14
NIC.18017,Rivas,1951,01,26.74,23.08
NIC.1802,Carazo,1951,01,29.77,22.08
NIC.1803,Chinandega,1951,01,31.81,22.12
NIC.1804,Chontales,1951,01,26.58,20.28
NIC.1805,Estelí,1951,01,25.73,16.78
NIC.1806,Granada,1951,01,28.4,21.75
NIC.1807,Jinotega,1951,01,24.29,17.16
NIC.1808,León,1951,01,30.96,21.18
NIC.1809,Madriz,1951,01,25.08,16.22
PAN.1911,Bocas del Toro,1951,01,22.6,17.25
PAN.19110,Ngäbe Buglé,1951,01,24.53,19.07
PAN.19111,Panamá,1951,01,27.7,22.62
PAN.19112,Panamá Oeste,1951,01,27.88,22.51
PAN.19113,Veraguas,1951,01,28.34,21.49
PAN.1912,Chiriquí,1951,01,26.83,19.76
PAN.1913,Coclé,1951,01,27.32,21.63
PAN.1914,Colón,1951,01,26.56,22.48
PAN.1915,Darién,1951,01,27.99,21.31
PAN.1916,Emberá,1951,01,27.88,20.95
PAN.1917,Herrera,1951,01,29.92,20.98
PAN.1918,Kuna Yala,1951,01,26.98,23.19
PAN.1919,Los Santos,1951,01,28.98,21.75
SLV.751184,Ahuachapan,1951,01,28.16,18.74
SLV.751185,Cabanas,1951,01,30.97,18.02
SLV.751186,Chalatenango,1951,01,28.63,16.96
SLV.751187,Cuscatlan,1951,01,30.52,17.69
SLV.751188,La Libertad,1951,01,29.43,18.96
SLV.751189,La Paz,1951,01,29.18,20.93
SLV.751190,La Union,1951,01,30.84,20.31
SLV.751191,Morazan,1951,01,30.22,17.4
SLV.751192,San Miguel,1951,01,31.71,19.33
SLV.751193,San Salvador,1951,01,30.16,18.33
SLV.751194,San Vicente,1951,01,31.53,18.79
SLV.751195,Santa Ana,1951,01,27.93,16.35
SLV.751196,Sonsonate,1951,01,28.69,19.3
SLV.751197,Usulutan,1951,01,31.4,20.66
BLZ.28603,Belize,1951,02,25.51,20.16
BLZ.28604,Cayo,1951,02,24.01,16.71
BLZ.28605,Corozal,1951,02,26.21,19.75
BLZ.28606,Orange Walk,1951,02,26.55,17.85
BLZ.28607,Stann Creek,1951,02,23.77,19.38
BLZ.28608,Toledo,1951,02,24.1,18.23
CRI.61981,Alajuela,1951,02,24.3,19.04
CRI.61982,Cartago,1951,02,18.88,13.03
CRI.61983,Guanacaste,1951,02,28.44,21.6
CRI.61984,Heredia,1951,02,23.07,18.28
CRI.61985,Limon,1951,02,22.37,17.75
CRI.61986,Puntarenas,1951,02,25.51,20.15
CRI.61987,San Jose,1951,02,22.33,16.49
GTM.10364821,Guatemala,1951,02,24.47,11.22
GTM.10364822,El Progreso,1951,02,22.86,11.57
GTM.10364823,Sacatepéquez,1951,02,24.01,10.95
GTM.10364824,Chimaltenango,1951,02,22.66,10.54
GTM.10364825,Escuintla,1951,02,28.65,19.02
GTM.10364826,Santa Rosa,1951,02,27.71,16.12
GTM.10364827,Sololá,1951,02,21.45,11.14
GTM.10364828,Totonicapán,1951,02,19.2,6.55
GTM.10364829,Quetzaltenango,1951,02,23.54,12.62
GTM.10364830,Suchitepéquez,1951,02,29.27,18.71
GTM.10364831,Retalhuleu,1951,02,30.03,20.46
GTM.10364832,San Marcos,1951,02,23.04,10.86
GTM.10364833,Huehuetenango,1951,02,20.23,7.96
GTM.10364834,Quiché,1951,02,20.51,10.34
GTM.10364835,Baja Verapaz,1951,02,21.77,11.3
GTM.10364836,Alta Verapaz,1951,02,22.55,14.63
GTM.10364837,Petén,1951,02,26.77,17.23
GTM.10364838,Izabal,1951,02,23.74,17.7
GTM.10364839,Zacapa,1951,02,22.67,14.79
GTM.10364840,Chiquimula,1951,02,22.6,13.72
GTM.10364841,Jalapa,1951,02,23.29,11.67
GTM.10364842,Jutiapa,1951,02,27.09,14.9
HND.1111420,Atlantida,1951,02,23.57,17.92
HND.1111421,Choluteca,1951,02,30.62,20.07
HND.1111422,Colon,1951,02,23.69,17.58
HND.1111423,Comayagua,1951,02,22.47,13.85
HND.1111424,Copan,1951,02,21.27,13.64
HND.1111425,Cortes,1951,02,23.79,17.12
HND.1111426,Francisco Morazan,1951,02,24.67,14.5
HND.1111427,Gracias A Dios,1951,02,25.39,19.95
HND.1111428,Intibuca,1951,02,23.27,13.1
HND.1111429,Islas De Bahia,1951,02,25.0,23.16
HND.1111430,La Paz,1951,02,25.56,14.37
HND.1111431,Lempira,1951,02,24.36,13.59
HND.1111432,Name Unknown,1951,02,24.92,23.48
HND.1111433,Ocotepeque,1951,02,22.52,12.53
HND.1111434,Olancho,1951,02,23.64,15.43
HND.1111435,Paraiso,1951,02,24.63,15.13
HND.1111436,Santa Barbara,1951,02,22.56,15.03
HND.1111437,Valle,1951,02,31.72,21.33
HND.1111438,Yoro,1951,02,23.16,14.94
NIC.1801,Boaco,1951,02,26.64,19.1
NIC.18010,Managua,1951,02,30.75,21.6
NIC.18011,Masaya,1951,02,29.05,20.81
NIC.18012,Matagalpa,1951,02,25.72,17.68
NIC.18013,Nueva Segovia,1951,02,23.93,15.4
NIC.18014,Región Autónoma del Caribe Norte,1951,02,25.97,19.69
NIC.18015,Región Autónoma del Caribe Sur,1951,02,25.68,20.55
NIC.18016,Río San Juan,1951,02,25.81,21.09
NIC.18017,Rivas,1951,02,26.76,22.78
NIC.1802,Carazo,1951,02,29.91,21.95
NIC.1803,Chinandega,1951,02,32.26,22.2
NIC.1804,Chontales,1951,02,26.4,20.1
NIC.1805,Estelí,1951,02,25.65,16.4
NIC.1806,Granada,1951,02,28.49,21.55
NIC.1807,Jinotega,1951,02,23.89,16.44
NIC.1808,León,1951,02,31.08,21.29
NIC.1809,Madriz,1951,02,25.11,15.79
PAN.1911,Bocas del Toro,1951,02,21.53,17.15
PAN.19110,Ngäbe Buglé,1951,02,23.84,19.13
PAN.19111,Panamá,1951,02,27.09,22.74
PAN.19112,Panamá Oeste,1951,02,27.54,22.48
PAN.19113,Veraguas,1951,02,28.25,22.01
PAN.1912,Chiriquí,1951,02,26.74,20.17
PAN.1913,Coclé,1951,02,26.86,21.79
PAN.1914,Colón,1951,02,26.15,22.51
PAN.1915,Darién,1951,02,27.34,21.82
PAN.1916,Emberá,1951,02,27.15,21.48
PAN.1917,Herrera,1951,02,29.74,21.81
PAN.1918,Kuna Yala,1951,02,26.41,23.18
PAN.1919,Los Santos,1951,02,28.83,22.26
SLV.751184,Ahuachapan,1951,02,28.43,18.5
SLV.751185,Cabanas,1951,02,31.71,18.03
SLV.751186,Chalatenango,1951,02,29.08,16.62
SLV.751187,Cuscatlan,1951,02,31.23,17.5
SLV.751188,La Libertad,1951,02,29.85,18.72
SLV.751189,La Paz,1951,02,29.52,20.74
SLV.751190,La Union,1951,02,31.39,20.41
SLV.751191,Morazan,1951,02,30.82,17.53
SLV.751192,San Miguel,1951,02,32.34,19.59
SLV.751193,San Salvador,1951,02,30.74,18.11
SLV.751194,San Vicente,1951,02,32.23,18.84
SLV.751195,Santa Ana,1951,02,28.08,15.96
SLV.751196,Sonsonate,1951,02,28.92,19.08
SLV.751197,Usulutan,1951,02,31.91,20.72
BLZ.28603,Belize,1951,03,27.75,22.57
BLZ.28604,Cayo,1951,03,27.7,19.24
BLZ.28605,Corozal,1951,03,28.67,22.34
BLZ.28606,Orange Walk,1951,03,29.95,20.74
BLZ.28607,Stann Creek,1951,03,25.96,21.3
BLZ.28608,Toledo,1951,03,27.13,20.35
CRI.61981,Alajuela,1951,03,26.44,19.11
CRI.61982,Cartago,1951,03,20.98,12.81
CRI.61983,Guanacaste,1951,03,30.44,21.73
CRI.61984,Heredia,1951,03,25.22,18.35
CRI.61985,Limon,1951,03,24.29,17.57
CRI.61986,Puntarenas,1951,03,27.22,20.55
CRI.61987,San Jose,1951,03,24.21,16.69
GTM.10364821,Guatemala,1951,03,26.83,12.95
GTM.10364822,El Progreso,1951,03,26.4,13.34
GTM.10364823,Sacatepéquez,1951,03,25.25,12.53
GTM.10364824,Chimaltenango,1951,03,24.2,12.2
GTM.10364825,Escuintla,1951,03,29.19,20.57
GTM.10364826,Santa Rosa,1951,03,28.34,17.51
GTM.10364827,Sololá,1951,03,21.94,12.47
GTM.10364828,Totonicapán,1951,03,21.2,8.49
GTM.10364829,Quetzaltenango,1951,03,24.15,14.39
GTM.10364830,Suchitepéquez,1951,03,29.82,20.29
GTM.10364831,Retalhuleu,1951,03,30.79,22.13
GTM.10364832,San Marcos,1951,03,23.87,12.84
GTM.10364833,Huehuetenango,1951,03,22.94,10.18
GTM.10364834,Quiché,1951,03,23.84,12.13
GTM.10364835,Baja Verapaz,1951,03,25.31,12.68
GTM.10364836,Alta Verapaz,1951,03,26.45,16.46
GTM.10364837,Petén,1951,03,31.47,19.79
GTM.10364838,Izabal,1951,03,27.12,19.74
GTM.10364839,Zacapa,1951,03,26.75,16.76
GTM.10364840,Chiquimula,1951,03,26.41,15.63
GTM.10364841,Jalapa,1951,03,26.41,13.61
GTM.10364842,Jutiapa,1951,03,28.94,16.67
HND.1111420,Atlantida,1951,03,26.22,19.46
HND.1111421,Choluteca,1951,03,32.61,20.8
HND.1111422,Colon,1951,03,27.08,18.67
HND.1111423,Comayagua,1951,03,27.06,15.32
HND.1111424,Copan,1951,03,25.36,15.67
HND.1111425,Cortes,1951,03,27.57,19.0
HND.1111426,Francisco Morazan,1951,03,28.57,15.74
HND.1111427,Gracias A Dios,1951,03,28.04,20.96
HND.1111428,Intibuca,1951,03,26.9,14.83
HND.1111429,Islas De Bahia,1951,03,25.68,24.43
HND.1111430,La Paz,1951,03,28.76,15.86
HND.1111431,Lempira,1951,03,27.56,15.44
HND.1111432,Name Unknown,1951,03,25.72,24.51
HND.1111433,Ocotepeque,1951,03,25.94,14.56
HND.1111434,Olancho,1951,03,27.76,16.59
HND.1111435,Paraiso,1951,03,28.23,16.09
HND.1111436,Santa Barbara,1951,03,27.01,17.01
HND.1111437,Valle,1951,03,32.59,22.13
HND.1111438,Yoro,1951,03,27.44,16.48
NIC.1801,Boaco,1951,03,29.05,19.62
NIC.18010,Managua,1951,03,32.35,21.99
NIC.18011,Masaya,1951,03,30.47,21.19
NIC.18012,Matagalpa,1951,03,28.43,18.36
NIC.18013,Nueva Segovia,1951,03,27.54,16.32
NIC.18014,Región Autónoma del Caribe Norte,1951,03,28.85,20.46
NIC.18015,Región Autónoma del Caribe Sur,1951,03,27.95,21.09
NIC.18016,Río San Juan,1951,03,27.7,21.39
NIC.18017,Rivas,1951,03,27.75,23.36
NIC.1802,Carazo,1951,03,31.16,22.31
NIC.1803,Chinandega,1951,03,33.64,22.74
NIC.1804,Chontales,1951,03,28.82,20.57
NIC.1805,Estelí,1951,03,28.51,17.27
NIC.1806,Granada,1951,03,29.77,22.01
NIC.1807,Jinotega,1951,03,27.3,17.22
NIC.1808,León,1951,03,32.73,21.83
NIC.1809,Madriz,1951,03,28.34,16.77
PAN.1911,Bocas del Toro,1951,03,23.31,17.0
PAN.19110,Ngäbe Buglé,1951,03,25.63,18.94
PAN.19111,Panamá,1951,03,28.1,22.87
PAN.19112,Panamá Oeste,1951,03,28.87,22.6
PAN.19113,Veraguas,1951,03,30.19,22.01
PAN.1912,Chiriquí,1951,03,28.88,20.41
PAN.1913,Coclé,1951,03,28.2,21.8
PAN.1914,Colón,1951,03,27.16,22.72
PAN.1915,Darién,1951,03,28.54,22.04
PAN.1916,Emberá,1951,03,28.1,21.74
PAN.1917,Herrera,1951,03,32.18,21.83
PAN.1918,Kuna Yala,1951,03,27.06,23.62
PAN.1919,Los Santos,1951,03,30.87,22.41
SLV.751184,Ahuachapan,1951,03,29.12,20.03
SLV.751185,Cabanas,1951,03,33.01,19.83
SLV.751186,Chalatenango,1951,03,30.94,18.67
SLV.751187,Cuscatlan,1951,03,32.29,19.57
SLV.751188,La Libertad,1951,03,30.52,20.37
SLV.751189,La Paz,1951,03,29.81,22.03
SLV.751190,La Union,1951,03,32.09,21.52
SLV.751191,Morazan,1951,03,32.29,18.96
SLV.751192,San Miguel,1951,03,33.21,21.07
SLV.751193,San Salvador,1951,03,31.54,20.02
SLV.751194,San Vicente,1951,03,32.89,20.24
SLV.751195,Santa Ana,1951,03,30.2,17.94
SLV.751196,Sonsonate,1951,03,29.49,20.43
SLV.751197,Usulutan,1951,03,32.34,21.88
BLZ.28603,Belize,1951,04,29.52,24.03
BLZ.28604,Cayo,1951,04,30.21,20.9
BLZ.28605,Corozal,1951,04,30.3,23.75
BLZ.28606,Orange Walk,1951,04,32.19,22.56
BLZ.28607,Stann Creek,1951,04,28.22,22.84
BLZ.28608,Toledo,1951,04,29.97,21.87
CRI.61981,Alajuela,1951,04,28.38,20.68
CRI.61982,Cartago,1951,04,22.48,14.8
CRI.61983,Guanacaste,1951,04,31.38,23.26
CRI.61984,Heredia,1951,04,27.45,20.01
CRI.61985,Limon,1951,04,26.13,19.33
CRI.61986,Puntarenas,1951,04,26.98,21.16
CRI.61987,San Jose,1951,04,24.41,17.76
GTM.10364821,Guatemala,1951,04,27.6,14.57
GTM.10364822,El Progreso,1951,04,28.78,15.31
GTM.10364823,Sacatepéquez,1951,04,25.19,13.9
GTM.10364824,Chimaltenango,1951,04,24.5,13.48
GTM.10364825,Escuintla,1951,04,29.85,21.86
GTM.10364826,Santa Rosa,1951,04,28.76,18.8
GTM.10364827,Sololá,1951,04,21.91,13.41
GTM.10364828,Totonicapán,1951,04,21.97,10.05
GTM.10364829,Quetzaltenango,1951,04,24.62,15.37
GTM.10364830,Suchitepéquez,1951,04,30.59,21.33
GTM.10364831,Retalhuleu,1951,04,31.74,23.13
GTM.10364832,San Marcos,1951,04,24.1,14.02
GTM.10364833,Huehuetenango,1951,04,24.16,12.0
GTM.10364834,Quiché,1951,04,25.85,14.02
GTM.10364835,Baja Verapaz,1951,04,27.54,14.37
GTM.10364836,Alta Verapaz,1951,04,29.36,18.51
GTM.10364837,Petén,1951,04,33.84,22.01
GTM.10364838,Izabal,1951,04,29.99,21.52
GTM.10364839,Zacapa,1951,04,29.98,18.52
GTM.10364840,Chiquimula,1951,04,28.95,17.22
GTM.10364841,Jalapa,1951,04,28.22,15.32
GTM.10364842,Jutiapa,1951,04,29.89,17.97
HND.1111420,Atlantida,1951,04,28.48,21.37
HND.1111421,Choluteca,1951,04,32.59,22.33
HND.1111422,Colon,1951,04,30.3,21.14
HND.1111423,Comayagua,1951,04,29.31,17.58
HND.1111424,Copan,1951,04,28.2,17.33
HND.1111425,Cortes,1951,04,30.55,20.98
HND.1111426,Francisco Morazan,1951,04,30.47,17.91
HND.1111427,Gracias A Dios,1951,04,30.66,22.88
HND.1111428,Intibuca,1951,04,28.06,16.41
HND.1111429,Islas De Bahia,1951,04,26.78,25.64
HND.1111430,La Paz,1951,04,28.96,17.37
HND.1111431,Lempira,1951,04,28.7,16.72
HND.1111432,Name Unknown,1951,04,26.5,25.52
HND.1111433,Ocotepeque,1951,04,27.33,15.76
HND.1111434,Olancho,1951,04,31.27,19.08
HND.1111435,Paraiso,1951,04,31.31,18.73
HND.1111436,Santa Barbara,1951,04,30.05,18.98
HND.1111437,Valle,1951,04,31.94,23.58
HND.1111438,Yoro,1951,04,30.29,18.84
NIC.1801,Boaco,1951,04,31.79,21.71
NIC.18010,Managua,1951,04,33.97,23.92
NIC.18011,Masaya,1951,04,32.24,23.12
NIC.18012,Matagalpa,1951,04,31.29,20.59
NIC.18013,Nueva Segovia,1951,04,31.12,19.08
NIC.18014,Región Autónoma del Caribe Norte,1951,04,31.27,22.49
NIC.18015,Región Autónoma del Caribe Sur,1951,04,30.23,22.66
NIC.18016,Río San Juan,1951,04,30.1,22.82
NIC.18017,Rivas,1951,04,29.33,24.94
NIC.1802,Carazo,1951,04,32.71,24.11
NIC.1803,Chinandega,1951,04,33.56,24.21
NIC.1804,Chontales,1951,04,31.2,22.39
NIC.1805,Estelí,1951,04,30.89,19.79
NIC.1806,Granada,1951,04,31.41,23.84
NIC.1807,Jinotega,1951,04,30.81,19.95
NIC.1808,León,1951,04,33.8,23.79
NIC.1809,Madriz,1951,04,31.03,19.44
PAN.1911,Bocas del Toro,1951,04,25.07,19.02
PAN.19110,Ngäbe Buglé,1951,04,26.84,20.67
PAN.19111,Panamá,1951,04,28.73,23.82
PAN.19112,Panamá Oeste,1951,04,29.23,23.67
PAN.19113,Veraguas,1951,04,29.69,23.12
PAN.1912,Chiriquí,1951,04,28.1,21.29
PAN.1913,Coclé,1951,04,29.12,22.99
PAN.1914,Colón,1951,04,27.94,23.59
PAN.1915,Darién,1951,04,28.44,22.94
PAN.1916,Emberá,1951,04,28.31,22.56
PAN.1917,Herrera,1951,04,32.03,23.18
PAN.1918,Kuna Yala,1951,04,27.95,24.07
PAN.1919,Los Santos,1951,04,30.46,23.4
SLV.751184,Ahuachapan,1951,04,29.56,21.0
SLV.751185,Cabanas,1951,04,32.35,20.93
SLV.751186,Chalatenango,1951,04,31.39,19.65
SLV.751187,Cuscatlan,1951,04,31.99,20.82
SLV.751188,La Libertad,1951,04,30.68,21.53
SLV.751189,La Paz,1951,04,29.75,23.29
SLV.751190,La Union,1951,04,31.84,23.24
SLV.751191,Morazan,1951,04,31.46,20.62
SLV.751192,San Miguel,1951,04,32.42,22.77
SLV.751193,San Salvador,1951,04,31.51,21.28
SLV.751194,San Vicente,1951,04,32.07,21.71
SLV.751195,Santa Ana,1951,04,31.11,19.17
SLV.751196,Sonsonate,1951,04,29.63,21.47
SLV.751197,Usulutan,1951,04,32.04,23.54
BLZ.28603,Belize,1951,05,30.14,24.63
BLZ.28604,Cayo,1951,05,30.61,21.52
BLZ.28605,Corozal,1951,05,30.96,24.42
BLZ.28606,Orange Walk,1951,05,32.69,23.12
BLZ.28607,Stann Creek,1951,05,28.56,23.25
BLZ.28608,Toledo,1951,05,30.37,22.5
CRI.61981,Alajuela,1951,05,28.31,21.33
CRI.61982,Cartago,1951,05,22.73,15.83
CRI.61983,Guanacaste,1951,05,30.6,23.47
CRI.61984,Heredia,1951,05,27.81,20.86
CRI.61985,Limon,1951,05,26.57,20.39
CRI.61986,Puntarenas,1951,05,26.59,21.6
CRI.61987,San Jose,1951,05,24.25,18.26
GTM.10364821,Guatemala,1951,05,27.02,15.7
GTM.10364822,El Progreso,1951,05,28.18,16.54
GTM.10364823,Sacatepéquez,1951,05,24.65,14.93
GTM.10364824,Chimaltenango,1951,05,23.98,14.64
GTM.10364825,Escuintla,1951,05,28.94,22.48
GTM.10364826,Santa Rosa,1951,05,28.07,19.61
GTM.10364827,Sololá,1951,05,21.92,14.63
GTM.10364828,Totonicapán,1951,05,21.54,11.25
GTM.10364829,Quetzaltenango,1951,05,24.45,16.4
GTM.10364830,Suchitepéquez,1951,05,29.39,22.11
GTM.10364831,Retalhuleu,1951,05,30.69,23.58
GTM.10364832,San Marcos,1951,05,23.81,15.13
GTM.10364833,Huehuetenango,1951,05,23.91,13.3
GTM.10364834,Quiché,1951,05,25.79,15.22
GTM.10364835,Baja Verapaz,1951,05,26.99,15.49
GTM.10364836,Alta Verapaz,1951,05,30.04,19.6
GTM.10364837,Petén,1951,05,34.31,22.86
GTM.10364838,Izabal,1951,05,30.38,21.98
GTM.10364839,Zacapa,1951,05,29.95,19.28
GTM.10364840,Chiquimula,1951,05,28.98,18.1
GTM.10364841,Jalapa,1951,05,27.79,16.61
GTM.10364842,Jutiapa,1951,05,29.31,19.04
HND.1111420,Atlantida,1951,05,28.76,21.91
HND.1111421,Choluteca,1951,05,30.95,22.7
HND.1111422,Colon,1951,05,29.81,21.7
HND.1111423,Comayagua,1951,05,29.12,18.37
HND.1111424,Copan,1951,05,28.51,17.8
HND.1111425,Cortes,1951,05,30.83,21.42
HND.1111426,Francisco Morazan,1951,05,28.92,18.76
HND.1111427,Gracias A Dios,1951,05,30.36,23.35
HND.1111428,Intibuca,1951,05,27.88,17.09
HND.1111429,Islas De Bahia,1951,05,27.34,26.2
HND.1111430,La Paz,1951,05,28.17,17.87
HND.1111431,Lempira,1951,05,28.45,17.51
HND.1111432,Name Unknown,1951,05,27.23,26.08
HND.1111433,Ocotepeque,1951,05,27.06,16.51
HND.1111434,Olancho,1951,05,29.57,19.83
HND.1111435,Paraiso,1951,05,28.7,19.36
HND.1111436,Santa Barbara,1951,05,30.35,19.48
HND.1111437,Valle,1951,05,31.26,23.82
HND.1111438,Yoro,1951,05,30.2,19.52
NIC.1801,Boaco,1951,05,31.15,22.42
NIC.18010,Managua,1951,05,32.7,24.34
NIC.18011,Masaya,1951,05,31.52,23.67
NIC.18012,Matagalpa,1951,05,29.82,21.22
NIC.18013,Nueva Segovia,1951,05,28.41,19.63
NIC.18014,Región Autónoma del Caribe Norte,1951,05,30.99,23.1
NIC.18015,Región Autónoma del Caribe Sur,1951,05,30.62,23.35
NIC.18016,Río San Juan,1951,05,30.25,23.39
NIC.18017,Rivas,1951,05,29.08,25.29
NIC.1802,Carazo,1951,05,31.76,24.36
NIC.1803,Chinandega,1951,05,31.84,24.27
NIC.1804,Chontales,1951,05,31.15,23.05
NIC.1805,Estelí,1951,05,28.25,20.16
NIC.1806,Granada,1951,05,31.06,24.34
NIC.1807,Jinotega,1951,05,29.0,20.49
NIC.1808,León,1951,05,31.94,23.97
NIC.1809,Madriz,1951,05,28.24,19.81
PAN.1911,Bocas del Toro,1951,05,25.21,19.97
PAN.19110,Ngäbe Buglé,1951,05,26.64,21.21
PAN.19111,Panamá,1951,05,28.36,23.97
PAN.19112,Panamá Oeste,1951,05,28.73,23.73
PAN.19113,Veraguas,1951,05,28.25,23.21
PAN.1912,Chiriquí,1951,05,27.28,21.6
PAN.1913,Coclé,1951,05,28.48,23.03
PAN.1914,Colón,1951,05,28.05,23.83
PAN.1915,Darién,1951,05,27.65,22.93
PAN.1916,Emberá,1951,05,27.66,22.52
PAN.1917,Herrera,1951,05,29.61,23.2
PAN.1918,Kuna Yala,1951,05,27.98,24.26
PAN.1919,Los Santos,1951,05,28.64,23.42
SLV.751184,Ahuachapan,1951,05,28.94,21.71
SLV.751185,Cabanas,1951,05,31.61,21.53
SLV.751186,Chalatenango,1951,05,30.97,20.32
SLV.751187,Cuscatlan,1951,05,31.6,21.63
SLV.751188,La Libertad,1951,05,30.1,22.25
SLV.751189,La Paz,1951,05,29.32,23.75
SLV.751190,La Union,1951,05,31.33,23.51
SLV.751191,Morazan,1951,05,30.33,20.77
SLV.751192,San Miguel,1951,05,31.91,23.08
SLV.751193,San Salvador,1951,05,31.11,22.08
SLV.751194,San Vicente,1951,05,31.36,22.41
SLV.751195,Santa Ana,1951,05,30.84,20.13
SLV.751196,Sonsonate,1951,05,29.02,22.22
SLV.751197,Usulutan,1951,05,31.74,24.04
BLZ.28603,Belize,1951,06,29.32,24.9
BLZ.28604,Cayo,1951,06,28.87,22.43
BLZ.28605,Corozal,1951,06,29.92,24.75
BLZ.28606,Orange Walk,1951,06,30.37,23.74
BLZ.28607,Stann Creek,1951,06,28.09,23.7
BLZ.28608,Toledo,1951,06,28.91,23.12
CRI.61981,Alajuela,1951,06,27.43,21.43
CRI.61982,Cartago,1951,06,22.42,15.87
CRI.61983,Guanacaste,1951,06,29.48,23.21
CRI.61984,Heredia,1951,06,27.11,21.01
CRI.61985,Limon,1951,06,26.29,20.44
CRI.61986,Puntarenas,1951,06,26.61,21.57
CRI.61987,San Jose,1951,06,24.07,18.3
GTM.10364821,Guatemala,1951,06,24.84,15.83
GTM.10364822,El Progreso,1951,06,25.54,16.79
GTM.10364823,Sacatepéquez,1951,06,23.39,15.14
GTM.10364824,Chimaltenango,1951,06,22.6,14.78
GTM.10364825,Escuintla,1951,06,28.36,22.41
GTM.10364826,Santa Rosa,1951,06,26.97,19.93
GTM.10364827,Sololá,1951,06,21.37,14.8
GTM.10364828,Totonicapán,1951,06,19.86,11.68
GTM.10364829,Quetzaltenango,1951,06,23.81,16.65
GTM.10364830,Suchitepéquez,1951,06,28.91,22.0
GTM.10364831,Retalhuleu,1951,06,30.2,23.51
GTM.10364832,San Marcos,1951,06,23.12,15.31
GTM.10364833,Huehuetenango,1951,06,22.21,13.47
GTM.10364834,Quiché,1951,06,23.75,15.73
GTM.10364835,Baja Verapaz,1951,06,24.77,16.2
GTM.10364836,Alta Verapaz,1951,06,27.34,20.01
GTM.10364837,Petén,1951,06,30.92,22.88
GTM.10364838,Izabal,1951,06,28.74,22.53
GTM.10364839,Zacapa,1951,06,27.42,19.84
GTM.10364840,Chiquimula,1951,06,26.39,18.62
